@relation 'ofbiz-weka.filters.unsupervised.attribute.Remove-V-R1,3,5,7,last'

@attribute issuecleanedbodylen numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
36,683,3,130,1
45,328,0,109,1
12,933,3,132,1
24,306,18,99,1
78,1322,11,115,1
54,1269,1,109,1
28,1200,26,208,0
127,360,0,69,1
7,1377,4,242,1
220,556,7,103,1
123,1156,30,204,0
50,1177,0,206,1
40,165,8,27,1
5,368,0,55,1
143,186,0,15,0
32,340,2,47,0
63,313,3,74,1
30,1231,5,223,1
55,1278,16,188,1
1765,571,16,102,1
176,1321,27,128,1
82,572,8,80,1
22,863,0,139,1
3,1161,0,199,1
100,285,2,20,1
44,308,7,69,1
76,635,1,134,1
123,279,0,31,1
17,957,0,130,1
38,602,1,133,1
64,225,3,69,0
82,1134,1,118,0
33,278,0,81,1
6,223,42,129,1
7,186,33,59,1
16,1512,8,257,0
75,404,1,41,1
61,1171,2,168,1
22,704,0,117,0
123,370,0,48,1
37,1423,18,255,1
48,470,0,56,1
220,194,0,32,1
41,151,0,62,1
18,377,0,74,1
7,577,21,71,1
104,1216,2,153,1
42,1172,0,197,0
14,1253,0,146,0
214,954,13,132,0
66,1211,13,245,1
42,637,0,134,1
27,362,6,44,0
27,709,11,124,0
31,661,2,77,1
44,629,11,74,1
111,367,3,70,1
62,863,6,139,1
136,170,25,65,0
37,1197,4,217,1
20,1161,3,111,0
242,384,0,49,1
18,365,33,63,1
33,718,0,120,1
32,918,6,163,1
68,711,1,67,1
15,1092,1,197,1
131,546,1,41,1
20,358,4,117,1
121,1157,0,223,1
62,162,1,63,1
13,866,6,168,0
12,961,0,104,1
6,310,18,104,0
33,628,3,139,1
12,892,2,163,1
225,154,0,65,0
12,703,0,118,1
36,774,2,85,1
60,1004,1,156,1
48,1265,17,214,1
60,853,15,95,1
57,856,1,75,1
16,1251,3,145,1
23,438,7,84,0
48,1269,0,231,1
67,494,3,97,1
159,336,0,58,1
79,393,2,34,1
271,187,0,62,1
29,199,31,99,1
122,598,21,64,1
77,104,1,31,0
56,879,0,86,0
42,602,1,127,1
36,788,7,67,1
48,668,2,80,1
53,788,1,71,1
101,105,0,32,1
11,713,4,76,0
9,549,0,80,0
139,1239,5,181,0
57,838,0,58,1
113,968,6,55,1
36,1140,0,98,1
81,366,7,71,1
73,1174,8,215,0
79,97,3,29,1
18,616,0,84,1
428,1140,1,176,1
118,963,0,106,1
83,1113,5,119,1
22,677,10,134,1
48,357,3,71,1
19,1090,2,84,0
41,1522,24,259,1
454,539,3,61,1
112,969,0,55,1
34,701,0,103,0
36,735,0,63,1
16,201,31,99,1
18,327,0,83,0
174,1144,1,89,1
22,198,0,16,0
51,599,23,61,1
30,880,1,135,1
81,619,6,89,0
38,941,3,99,1
26,578,1,72,1
104,909,7,125,1
79,728,1,77,0
100,693,4,130,1
46,261,2,20,0
306,1122,11,119,1
33,1086,2,215,1
369,407,1,77,1
14,711,0,126,0
46,669,0,87,0
23,214,0,109,1
20,403,5,40,1
11,822,5,166,0
29,1169,1,213,1
115,571,1,72,0
58,191,3,16,1
87,1163,5,81,1
80,1250,25,188,1
26,345,8,122,0
93,571,3,102,0
30,735,11,154,0
55,906,2,88,0
109,771,1,83,1
95,1145,0,148,1
143,1186,10,195,0
44,684,0,88,0
25,223,8,16,1
93,277,9,35,0
49,367,23,65,1
122,189,0,47,1
162,657,0,103,1
36,961,10,150,1
263,1154,1,204,1
158,619,0,60,1
113,879,0,83,0
175,178,32,73,1
39,565,2,65,1
52,600,1,133,1
45,193,3,49,1
7,272,3,87,1
19,256,7,34,1
25,335,1,98,1
7,637,0,134,1
59,282,31,111,1
26,206,0,106,1
446,908,9,90,1
89,926,1,81,1
21,265,8,20,1
97,275,11,37,1
62,707,2,130,1
83,182,0,58,1
9,881,0,85,1
217,1142,0,91,1
34,856,24,145,1
31,363,0,37,1
7,186,33,59,1
458,368,2,55,1
192,378,4,32,1
78,210,0,20,1
48,309,5,66,1
359,186,1,47,0
104,931,2,140,1
22,911,17,127,1
93,913,7,125,1
44,879,1,85,1
22,618,1,81,0
240,237,6,121,1
11,888,1,62,1
133,591,0,133,1
64,205,39,105,1
614,812,0,149,1
36,207,3,115,1
45,1159,0,173,1
5,198,45,70,0
40,1212,15,245,1
2,155,0,29,1
18,628,13,80,0
118,1210,0,240,0
24,157,0,65,1
8,195,34,98,1
80,309,1,69,0
185,1001,0,150,1
11,778,8,83,0
31,899,5,160,1
21,173,6,58,0
49,219,0,10,1
61,129,9,32,1
18,281,0,82,1
8,237,2,121,0
33,190,0,80,0
52,687,1,61,0
16,396,0,37,1
54,915,9,60,1
6,336,2,37,1
21,1234,0,179,1
55,905,2,62,1
65,661,2,77,1
30,1175,3,165,0
7,870,0,77,1
100,939,19,138,1
83,102,3,37,1
88,1174,0,148,1
23,1087,7,214,0
33,905,0,159,0
23,62,0,29,1
21,191,0,16,1
27,1509,28,267,1
16,770,1,85,1
30,858,9,139,0
38,257,7,36,1
56,1061,0,192,1
128,1122,0,122,1
165,986,16,122,1
127,217,26,84,1
89,767,1,80,1
59,185,30,73,0
74,1162,10,175,0
11,197,34,94,1
36,1374,52,166,1
25,618,6,82,1
98,173,27,64,1
12,328,14,94,0
36,324,0,62,0
64,348,2,109,1
98,747,0,119,1
46,1089,3,191,0
195,571,16,102,1
46,281,2,20,0
32,141,1,47,1
36,566,0,68,1
31,255,4,39,1
43,333,1,97,1
91,833,2,61,1
90,229,12,107,1
5,1170,7,117,1
86,115,0,31,1
4,1195,0,124,1
90,1118,4,131,1
58,455,10,88,1
16,704,11,118,1
227,369,0,115,0
26,1192,12,122,0
18,1447,2,257,1
65,334,0,95,1
50,343,0,113,1
112,1199,3,208,0
76,961,0,104,1
41,1095,0,186,1
24,843,14,59,0
52,257,7,35,1
6,916,12,129,1
64,1172,0,206,1
40,1167,0,169,1
22,521,1,59,0
90,264,0,39,1
88,612,7,105,0
75,783,0,77,1
48,256,14,36,1
152,712,8,112,1
156,372,4,126,0
32,373,0,36,1
62,430,2,48,1
86,249,0,33,1
5,295,53,107,1
23,354,0,41,1
176,702,2,104,1
74,230,2,121,1
62,1213,1,127,0
18,1129,3,71,1
88,421,2,39,1
19,1198,6,226,0
80,1100,1,193,1
33,1425,2,253,1
237,223,5,120,1
28,1231,1,74,1
26,791,2,118,1
84,1093,6,84,0
128,1226,2,98,1
46,1208,10,243,0
149,196,0,30,1
10,1170,3,196,0
24,318,3,79,1
38,560,0,43,1
43,555,9,65,1
82,1402,4,247,0
35,727,2,71,1
63,1378,1,241,1
40,180,0,59,1
39,870,5,77,1
6,1137,5,228,1
38,618,0,76,0
15,329,0,75,0
39,362,10,49,1
7,0,0,0,1
28,331,0,73,0
94,336,2,54,1
1,794,0,146,0
181,183,0,68,1
74,1514,13,259,1
17,1173,3,164,0
66,1162,4,112,1
18,1059,2,80,1
94,494,3,97,1
163,572,0,71,1
45,630,1,134,1
48,706,2,130,1
41,800,33,88,1
20,538,3,62,1
33,182,33,60,0
12,291,16,66,1
69,1140,7,176,1
57,604,6,130,1
326,921,6,147,1
87,1209,10,247,1
22,406,5,74,0
87,1265,9,107,1
53,1130,4,141,1
26,810,0,104,0
169,343,1,113,1
27,633,6,103,0
19,361,0,20,1
20,0,0,8,1
100,788,2,71,1
146,207,0,40,1
69,362,1,70,0
86,573,1,81,1
31,901,0,94,1
144,794,0,107,1
84,517,5,100,1
48,1192,2,200,1
48,1146,1,110,1
7,1425,2,256,0
57,186,11,16,1
15,264,0,20,1
173,362,1,71,1
37,426,0,37,0
93,583,0,67,1
55,1129,0,122,1
17,705,11,112,0
71,798,0,118,1
14,1156,19,163,1
58,774,0,85,1
44,1180,2,197,1
39,698,3,104,0
80,1130,2,118,0
8,607,6,64,1
576,880,41,147,1
46,339,2,68,1
10,207,33,106,1
18,760,0,84,1
59,1183,4,220,1
156,709,0,121,1
152,1170,12,118,1
45,1036,0,103,1
77,338,2,101,1
9,697,12,134,1
14,197,15,95,1
93,1018,8,77,1
29,205,39,102,1
107,592,0,61,1
48,1071,0,205,1
22,1140,1,106,0
55,361,0,20,0
330,224,1,20,1
25,743,0,147,0
29,309,6,69,1
32,188,13,20,1
71,931,2,144,1
35,1315,27,128,1
32,691,3,134,1
58,786,1,72,1
60,1122,9,116,0
258,1322,12,117,1
79,320,0,62,1
220,479,1,40,1
43,1201,4,215,1
42,745,0,62,0
22,410,0,39,1
15,796,0,147,0
135,555,3,60,1
7,945,1,124,0
198,141,3,42,1
13,593,25,73,1
120,592,2,63,1
209,880,11,147,0
128,508,0,56,1
24,706,0,69,1
50,350,0,23,1
95,707,7,124,1
72,219,0,84,1
51,302,33,98,1
6,358,20,123,1
67,129,3,26,0
6,933,3,132,1
55,278,4,85,1
78,548,1,58,1
38,246,4,94,1
45,517,5,100,1
248,112,1,37,1
143,579,12,82,1
22,213,14,46,1
19,295,16,67,1
54,328,10,109,0
150,1141,1,103,0
52,1251,0,174,1
75,281,2,20,1
546,1208,0,199,1
332,620,4,81,1
7,186,33,59,1
41,192,0,27,0
31,1159,5,165,1
49,290,0,89,0
35,690,20,128,1
138,323,31,101,1
105,748,0,68,0
20,323,10,80,1
127,326,8,58,1
58,120,0,27,1
111,863,6,139,1
171,276,4,25,1
183,642,5,128,0
46,169,26,66,0
64,873,1,82,1
61,1144,2,169,1
36,1239,5,193,0
21,853,9,144,1
38,831,0,135,1
161,1306,1,177,1
35,1155,25,205,1
17,247,13,40,0
73,354,3,71,1
32,1119,4,117,1
51,193,1,83,1
38,706,4,139,1
93,1167,0,213,1
188,1114,10,118,0
74,983,0,181,1
154,1128,5,106,1
5,560,0,43,1
5,207,43,102,1
27,357,8,19,1
14,798,38,90,1
38,194,15,95,1
22,899,16,118,1
44,809,2,144,1
28,1437,5,252,1
36,1374,52,166,1
81,299,0,70,1
83,1187,17,157,1
34,1374,52,166,1
60,770,0,83,1
55,0,1,2,1
56,858,16,75,1
55,262,2,36,1
68,1529,1,263,1
59,109,2,36,0
28,325,8,23,1
29,362,0,74,1
23,328,0,73,1
76,305,58,100,1
62,836,1,62,1
47,327,0,64,1
315,470,3,56,1
83,411,0,49,1
45,89,1,27,0
32,1126,7,171,1
27,602,0,68,0
85,1287,6,114,1
36,365,0,49,1
38,362,0,70,1
26,381,5,45,0
105,896,10,136,1
7,186,33,59,1
112,1224,12,147,1
67,1240,2,182,1
45,924,7,81,0
62,365,4,63,1
14,240,4,94,1
40,1131,5,121,1
45,1341,4,242,1
18,182,8,23,1
54,335,0,117,0
31,661,2,77,1
51,706,18,130,1
39,876,0,85,1
49,520,0,59,1
51,1060,3,186,1
131,546,1,41,1
58,88,0,32,1
50,366,2,43,1
13,1249,16,173,0
49,329,2,110,1
57,213,34,107,1
14,368,24,65,0
16,366,8,72,0
30,1145,2,90,1
37,97,2,30,1
81,260,1,34,0
110,831,10,137,1
46,1449,0,262,0
95,1077,0,101,0
89,994,2,157,1
66,902,0,124,0
33,1324,5,224,0
63,338,0,23,1
9,791,3,146,1
18,1404,2,250,1
95,1251,3,145,1
92,332,19,58,0
39,355,0,42,1
62,1136,0,89,1
24,747,1,62,1
35,351,3,113,1
27,709,9,117,1
11,1075,3,190,1
25,1246,3,148,1
112,972,0,54,1
31,1054,0,190,1
198,153,0,36,1
12,979,0,160,0
16,207,0,19,1
8,224,42,128,0
18,900,9,133,0
20,380,21,72,1
23,933,2,144,0
19,662,3,72,1
23,898,1,133,1
18,197,3,60,1
38,602,19,138,1
7,148,10,65,0
49,824,1,85,1
33,896,0,63,1
12,1218,8,153,1
40,921,4,81,1
106,902,0,89,0
16,736,4,64,1
145,762,0,118,1
10,1120,0,118,0
59,975,0,155,1
72,750,3,155,1
25,118,12,28,1
49,182,0,54,1
220,1062,41,190,1
113,99,0,31,1
38,286,28,108,1
72,915,10,129,0
19,202,2,80,1
12,368,1,55,1
18,929,6,81,0
94,931,2,140,1
24,1266,1,107,0
174,328,1,76,0
48,1435,0,256,1
61,1092,1,191,0
33,188,9,15,0
51,928,2,142,1
77,1166,2,149,1
42,356,1,68,1
14,688,26,122,0
94,1454,6,257,0
59,651,6,134,1
13,1188,5,149,1
37,518,0,100,1
19,209,3,28,1
54,1202,3,152,1
142,880,0,170,1
34,207,0,106,1
29,745,0,79,1
562,575,0,72,1
23,1193,0,219,0
26,1159,5,165,1
12,579,7,64,1
14,1154,3,204,1
21,655,3,54,1
32,290,6,89,0
72,720,7,123,1
5,195,34,98,1
29,901,5,81,1
23,261,3,35,0
319,823,7,136,1
140,1123,0,97,1
71,528,9,86,1
35,1136,0,89,0
203,413,5,40,1
13,871,0,79,1
47,698,0,104,0
302,333,7,44,1
99,275,4,26,0
94,909,6,73,1
7,186,33,59,1
47,604,1,132,0
182,190,0,80,0
35,544,14,101,0
87,1002,1,151,1
21,529,2,87,1
35,697,19,134,1
60,1187,5,160,1
60,358,1,63,1
74,516,7,100,1
27,806,12,95,1
43,1323,0,223,0
25,652,0,136,1
67,526,1,59,1
44,1426,2,266,1
33,619,12,126,0
37,599,3,126,0
27,873,1,82,1
30,801,15,147,1
103,416,4,75,0
46,1519,18,259,1
200,738,4,80,1
47,573,0,71,0
191,975,18,135,1
71,668,2,131,0
245,771,14,75,1
43,1167,6,214,1
106,753,3,114,1
56,327,7,35,1
38,591,0,133,0
88,186,0,47,1
110,223,0,16,0
40,94,1,32,1
109,112,0,27,1
6,292,53,107,1
218,1238,1,193,1
21,1121,1,121,1
7,186,33,59,1
10,983,29,148,0
26,221,3,66,1
245,509,0,57,1
47,1243,4,224,1
212,744,12,155,1
53,1200,15,150,0
21,174,3,56,0
56,248,7,37,1
130,545,0,59,1
233,334,8,75,1
100,894,1,77,1
15,1100,1,191,1
26,699,3,88,0
47,778,0,114,1
65,234,0,19,1
123,362,3,72,1
113,1511,20,270,1
8,114,0,27,0
36,692,0,62,1
54,307,2,34,1
11,925,8,163,0
62,1219,16,153,1
81,298,3,68,0
26,179,0,74,1
28,757,2,123,1
7,186,33,59,1
22,1463,25,258,0
176,716,0,121,1
15,959,2,78,1
72,649,2,77,0
38,1131,4,193,1
27,732,4,70,0
35,1136,0,89,1
67,1160,0,166,1
24,653,5,133,0
23,213,32,107,1
7,1256,10,172,0
72,1132,7,120,1
32,330,1,36,1
65,979,0,123,0
105,1131,4,193,1
35,967,26,153,1
39,595,21,132,1
48,1096,0,184,1
79,1176,8,193,1
20,206,17,118,0
48,311,0,76,1
289,994,0,156,0
18,159,0,46,1
120,562,17,104,1
80,963,3,144,1
83,575,21,67,1
127,480,10,85,0
27,0,0,0,1
18,1141,4,228,1
76,301,0,55,1
240,937,1,82,1
61,566,0,72,1
7,1189,4,158,1
60,890,1,96,1
31,175,30,66,0
43,898,1,82,1
97,287,16,112,1
53,922,5,168,0
19,358,3,72,0
3,1136,2,89,1
8,1093,0,191,1
39,317,0,69,1
52,926,0,81,1
262,363,0,124,1
9,582,2,71,1
27,1335,2,230,1
11,1166,0,115,0
113,949,13,132,1
81,317,3,60,1
37,1449,0,258,1
35,1315,27,128,1
51,250,0,33,1
12,200,39,98,1
9,859,6,143,1
68,556,9,62,1
60,142,3,42,1
45,367,0,116,0
16,351,12,66,0
69,12,3,26,1
3,906,23,159,1
78,281,6,38,1
15,1359,6,231,1
31,1173,0,214,0
16,257,3,36,0
39,824,6,146,1
23,237,6,121,1
66,358,23,63,1
32,302,36,107,1
60,370,4,20,1
12,744,1,157,0
381,199,17,98,1
182,1163,9,191,1
16,1191,1,205,0
52,503,3,84,0
88,223,15,120,1
45,197,1,16,1
25,1008,4,156,1
93,680,17,134,1
16,1215,4,137,0
39,963,2,162,1
6,146,2,60,0
203,544,2,67,1
29,87,0,24,0
36,694,0,137,1
20,473,8,40,0
18,1317,63,178,1
35,1136,0,89,1
48,706,18,130,1
26,1160,4,166,0
331,1148,6,96,1
102,743,2,63,0
24,370,5,86,1
93,177,27,62,1
81,1377,0,240,1
111,199,0,16,1
153,1322,63,178,1
30,690,9,135,0
84,176,1,63,1
45,658,32,77,1
57,272,2,34,0
19,721,4,75,0
119,1215,3,128,1
7,603,0,68,1
97,1251,3,145,1
70,1194,0,185,1
6,1423,20,255,1
81,777,4,112,1
61,1081,3,189,1
38,879,1,85,1
28,359,1,69,1
27,0,0,0,1
942,536,3,101,1
171,182,0,54,0
72,1218,2,153,1
49,333,19,58,1
65,324,0,69,0
9,521,0,60,1
32,749,2,153,0
89,190,1,45,1
200,1480,6,259,1
44,568,1,76,0
61,113,8,31,1
21,1116,19,188,1
7,788,0,71,1
58,623,0,71,1
40,362,5,70,1
54,969,0,178,1
16,208,18,47,1
292,599,2,68,1
36,1172,0,206,1
57,368,0,19,1
24,1370,2,236,0
58,477,0,85,0
37,998,3,161,1
155,254,0,40,1
97,1192,3,122,0
6,1226,3,147,1
46,157,6,49,0
14,562,0,67,0
49,758,2,84,1
18,1081,0,191,1
14,687,10,135,1
23,108,1,53,1
120,311,10,86,0
65,1271,0,109,1
137,1095,0,187,1
283,1192,12,222,0
70,1261,15,157,1
36,259,0,40,1
34,1161,0,206,1
19,1209,9,246,0
61,213,37,122,0
55,1155,19,161,1
67,655,3,54,1
179,867,2,84,1
35,618,3,89,1
34,654,0,129,0
28,181,0,75,0
97,1352,2,243,1
75,331,0,23,1
35,1136,0,89,1
25,536,3,101,1
31,249,13,39,1
90,616,4,137,1
241,1428,3,260,1
34,1173,7,214,1
93,1506,17,268,1
33,732,4,70,0
123,1454,15,256,0
8,1236,0,191,0
64,690,5,86,0
7,372,39,68,1
20,270,44,110,0
80,910,8,127,0
30,196,3,63,1
296,127,19,60,1
107,126,0,57,1
67,1507,9,268,1
193,862,6,143,1
10,1025,1,139,1
70,1232,1,148,1
15,652,8,128,0
58,304,0,96,1
95,0,3,26,1
31,369,19,111,1
21,183,22,73,0
89,589,2,60,1
168,339,13,44,1
55,412,2,73,0
143,1374,1,236,1
105,931,7,133,1
74,1035,0,105,1
8,1007,1,156,0
3,1136,2,89,1
39,540,0,58,0
114,570,17,104,1
14,745,3,112,1
41,1117,2,108,0
22,982,4,116,0
26,1192,24,205,1
35,1315,27,128,1
64,1197,19,218,0
67,1241,14,150,0
38,231,45,105,1
6,194,0,32,1
198,141,3,42,1
20,1159,8,172,1
82,1181,0,210,1
175,1270,10,109,1
204,621,4,60,1
14,1211,8,247,1
42,266,0,41,1
44,219,0,16,1
15,365,11,49,1
69,754,4,119,1
87,146,1,47,1
24,1008,1,76,0
65,547,15,63,1
56,267,9,19,1
9,916,1,115,1
19,727,29,142,1
119,635,1,134,1
38,571,0,63,1
55,1193,1,150,0
90,274,0,108,1
209,790,5,98,1
75,816,0,84,0
180,812,0,116,1
62,230,2,130,1
30,1171,4,197,1
52,352,4,70,1
74,1162,2,165,1
42,994,0,161,1
45,983,3,148,1
34,183,0,59,1
65,94,1,33,1
3,688,2,122,1
48,597,19,136,1
124,1156,0,76,1
24,1326,0,138,1
62,302,36,107,1
99,625,1,136,1
20,899,5,81,1
13,1339,18,241,0
32,1143,10,101,1
86,741,0,69,1
46,196,37,94,1
180,359,0,72,1
14,567,0,66,1
74,379,3,72,1
19,316,0,73,1
34,882,14,149,1
22,1160,1,95,1
66,835,10,89,1
118,1323,2,139,1
115,713,3,121,1
81,1189,3,228,0
275,374,2,60,0
94,991,7,157,1
72,881,0,85,1
67,949,13,132,1
78,961,2,78,1
29,727,0,154,1
8,196,30,103,1
57,1254,26,188,0
40,362,6,46,0
37,318,0,23,1
7,324,0,107,1
46,1201,3,177,0
19,181,0,24,1
36,741,10,147,0
106,153,0,33,1
192,132,0,26,1
44,200,3,50,1
31,1370,49,161,0
38,419,0,82,1
65,360,4,21,1
68,1194,2,208,0
30,1121,0,86,0
12,1317,63,178,1
265,326,0,36,1
90,1251,3,145,1
135,744,1,112,1
20,258,7,37,1
241,882,0,147,1
34,231,0,29,1
83,1198,1,209,1
51,928,1,164,1
26,612,15,78,0
37,886,2,82,1
71,0,0,0,1
86,580,0,55,1
110,1194,24,208,1
79,934,8,179,0
50,366,0,54,1
126,725,0,146,1
53,213,42,107,1
14,1076,1,211,1
67,514,3,85,1
5,248,7,32,1
64,909,7,125,1
21,570,0,64,1
31,630,2,136,0
749,918,42,78,1
92,1185,6,206,0
31,181,0,59,0
29,1132,1,123,0
48,1209,0,246,1
120,1138,1,192,0
40,1321,63,178,1
4,362,1,72,1
72,997,0,116,1
143,87,1,25,1
39,701,16,117,1
5,680,0,77,1
58,1120,3,188,0
30,1187,5,218,1
37,662,0,72,1
14,129,0,33,0
103,275,0,33,0
20,267,1,84,0
7,980,0,152,1
42,846,2,61,0
66,213,0,74,1
47,961,3,149,1
61,328,20,73,0
48,1079,1,189,1
45,1161,0,206,1
30,108,0,37,1
31,661,2,77,1
42,1058,9,203,1
17,1371,8,168,1
24,856,6,139,1
27,0,2,25,1
107,421,1,82,1
45,1056,3,188,1
69,455,10,88,1
155,774,0,128,0
134,1312,29,134,1
66,728,6,141,1
71,1117,2,87,1
96,507,0,55,1
30,1189,0,151,1
86,876,0,85,1
37,257,7,36,1
121,1265,9,107,0
1,877,0,84,1
52,866,2,70,0
25,562,17,105,1
23,1159,4,201,1
385,193,0,28,1
21,331,3,87,0
230,924,0,95,1
39,309,0,71,1
56,827,8,84,1
127,1136,0,89,1
57,886,0,167,1
35,319,8,101,1
69,823,6,145,1
98,884,5,85,0
98,175,30,68,0
55,1209,2,176,1
210,341,0,103,1
42,318,31,99,0
50,621,0,83,1
279,256,0,39,1
60,323,0,70,1
26,388,3,49,1
157,110,1,33,1
59,788,1,118,1
151,781,10,115,1
21,239,19,120,0
56,836,2,61,1
25,321,9,70,1
55,333,0,59,1
23,187,6,49,1
20,1164,21,167,0
17,956,27,160,0
67,901,8,120,1
30,879,1,85,1
326,903,3,167,1
82,1178,5,220,1
11,880,7,170,0
13,788,0,71,1
18,207,0,106,1
6,310,18,104,0
35,936,24,147,1
126,1180,1,172,1
76,589,2,60,1
161,1024,18,179,1
18,571,16,102,1
24,257,8,37,1
42,1049,3,186,1
3,1162,3,197,1
432,1130,0,141,0
96,707,9,130,1
108,704,14,127,1
41,1368,46,157,0
2,1144,0,110,1
44,903,5,157,1
86,317,0,69,1
12,868,0,77,1
21,318,51,98,0
82,363,9,124,1
21,226,46,68,1
26,911,24,159,0
62,197,7,94,0
25,277,44,112,1
43,988,0,157,0
48,1518,0,269,0
61,714,4,122,0
37,1420,18,256,1
17,317,3,85,1
102,678,2,76,0
14,748,8,90,1
21,1206,1,197,1
33,959,28,160,0
334,856,6,139,1
29,1442,5,262,0
95,182,9,23,1
20,1252,0,174,1
45,911,0,144,1
61,536,3,101,1
82,992,1,157,1
50,896,0,133,1
76,405,7,40,0
28,211,35,103,1
44,1322,27,128,1
91,505,14,99,1
224,191,16,45,1
81,1514,2,259,0
138,191,1,20,1
43,426,7,39,1
16,790,2,87,0
43,62,0,29,1
26,91,2,29,1
37,958,2,160,1
28,272,0,38,1
22,1078,8,187,0
72,125,0,27,0
49,718,16,120,1
342,1141,10,102,1
65,1183,1,220,0
304,1426,13,255,1
73,714,8,119,0
24,353,22,113,1
31,686,9,135,0
257,974,18,135,1
7,186,33,59,1
41,1144,5,194,1
386,368,1,55,0
61,316,0,59,1
95,130,1,55,0
35,1136,0,89,0
20,203,0,80,1
30,904,6,158,1
3,1161,0,199,1
56,1202,3,152,1
8,356,7,77,1
16,542,0,82,0
117,1370,6,237,1
24,348,23,110,1
50,564,0,68,1
144,293,1,90,0
20,337,15,99,1
43,628,19,139,1
123,267,1,19,1
81,256,0,39,0
44,763,9,117,1
87,419,2,82,0
69,202,2,100,1
50,970,6,182,1
36,325,1,36,1
197,371,0,126,1
65,1171,10,175,1
200,368,0,29,1
129,833,2,62,1
63,1224,1,225,1
40,169,0,49,1
39,798,5,115,1
54,932,2,144,1
8,1513,25,263,0
74,574,0,72,1
101,723,0,84,1
20,799,2,90,1
81,1075,18,180,1
179,651,1,73,1
74,676,15,78,1
43,1197,2,207,0
24,355,1,72,1
82,1094,3,205,1
30,1163,4,223,1
104,1099,1,190,1
41,634,7,104,0
34,874,11,145,1
32,1247,14,192,1
43,327,7,35,1
53,816,21,145,0
241,210,0,109,0
38,257,7,36,1
37,324,4,63,1
57,1200,4,209,1
86,577,21,71,1
35,209,13,34,1
5,1323,9,168,1
38,206,0,106,1
29,617,12,134,1
44,1002,0,57,1
137,528,1,86,1
21,1248,14,191,1
385,189,0,46,1
25,290,53,107,1
276,1215,0,74,1
158,1482,8,260,1
24,325,0,59,0
81,192,16,51,1
135,1322,0,117,1
72,360,3,69,1
58,278,0,81,1
61,1121,1,120,1
7,777,13,112,1
39,1135,8,100,0
51,1095,17,186,1
24,207,0,106,1
4,202,39,101,1
43,101,0,27,1
9,1186,21,195,0
23,1160,7,208,0
10,1191,6,234,1
71,707,16,121,1
80,939,19,138,1
39,578,1,67,0
80,938,19,137,1
3,1161,0,199,1
24,867,10,145,1
152,1212,0,241,1
76,1265,8,106,1
31,873,1,82,1
258,1193,2,204,0
23,946,29,155,1
75,1121,0,122,1
108,898,0,118,1
17,207,0,106,1
9,1245,5,190,1
37,873,1,82,1
12,200,39,98,1
50,165,8,27,1
36,836,10,133,1
115,767,2,86,1
286,1178,11,208,1
39,251,0,37,0
27,869,10,141,1
30,105,0,25,1
244,1227,8,244,1
57,1082,4,187,0
110,948,13,132,1
64,1186,6,206,0
60,915,7,129,1
33,202,0,104,1
32,1212,0,218,0
70,625,1,74,0
19,820,1,146,0
571,170,20,66,1
10,844,1,134,1
44,1118,4,117,1
119,138,14,58,0
122,1158,5,204,1
165,1323,13,125,1
40,667,0,79,1
7,1425,2,256,0
39,360,3,71,0
38,1188,47,221,1
4,362,8,21,1
179,1197,10,207,1
294,571,16,102,1
27,130,0,27,1
23,370,0,127,1
7,135,14,56,1
35,604,0,93,1
21,401,5,40,1
13,999,0,74,0
217,920,0,162,1
40,961,0,150,1
35,859,12,152,1
154,661,9,136,1
60,542,5,79,1
18,1309,2,223,0
305,758,0,84,1
3,1162,3,197,1
12,1232,1,148,1
197,820,1,86,1
24,871,0,79,1
49,630,0,137,1
211,1248,1,146,1
13,1197,0,234,0
37,743,0,91,1
26,598,1,136,1
63,1376,4,237,0
84,231,1,48,1
153,356,14,67,1
3,201,16,51,1
97,557,17,64,1
28,902,0,94,1
65,1260,3,155,0
63,1126,12,174,1
118,984,0,148,1
9,372,39,68,0
22,612,17,137,0
199,809,0,86,0
241,311,0,23,1
885,164,0,66,1
49,150,2,62,1
568,1199,5,201,1
4,248,7,32,1
40,819,21,145,1
10,360,3,71,1
25,1115,1,222,0
57,1058,2,190,1
29,520,0,57,0
12,806,39,87,1
96,186,0,59,0
40,587,19,134,0
57,1113,4,223,1
136,562,3,104,1
24,1251,5,244,1
52,997,9,156,0
33,621,1,60,1
134,1186,0,176,1
60,1137,0,85,0
34,247,13,40,1
104,1080,7,189,1
89,1030,4,139,1
67,101,0,27,1
40,716,1,124,1
42,1176,8,193,1
30,1214,13,128,1
102,614,0,94,1
202,235,18,120,0
74,729,2,71,1
41,1192,19,222,1
91,256,0,39,0
11,354,0,67,1
40,915,7,130,1
3,343,4,113,1
18,331,3,87,0
34,207,1,60,1
37,912,14,59,1
21,614,5,82,0
279,747,9,148,1
52,736,4,122,1
23,969,2,178,1
60,546,0,78,1
5,1253,0,243,1
16,303,58,98,1
73,699,5,79,1
112,500,7,99,1
38,1060,4,192,1
56,577,21,67,1
25,406,7,76,1
180,1321,27,128,1
32,373,0,20,1
24,902,0,94,1
69,126,9,63,1
47,222,0,111,1
34,627,19,71,0
38,113,0,33,1
488,130,2,57,1
89,604,8,93,1
