@relation 'hive-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
0,82,0,161,0,1000
0,254,0,512,0,180
0,152,0,317,0,90
0,124,0,216,0,1000
0,124,0,212,0,1000
0,793,1,1081,1,30
86,118,0,217,0,1000
133,843,0,1111,1,7
0,107,0,204,0,365
0,165,43,430,0,1000
0,118,0,342,0,1000
0,747,0,1010,3,365
0,134,0,261,0,1000
0,445,0,635,2,180
0,116,0,221,1,90
0,328,1,511,17,180
23,104,1,172,1,1000
0,296,2,501,13,180
0,107,0,200,0,1000
0,327,1,537,0,90
0,516,3,805,3,180
0,676,0,972,1,1000
0,107,1,221,14,365
0,666,0,959,1,90
3,21,0,49,0,1000
0,158,0,274,0,1000
0,171,0,334,0,180
0,749,1,1019,3,30
50,135,0,248,0,1000
0,77,0,187,0,1000
0,556,2,800,5,180
0,148,26,369,1,90
0,543,0,839,5,365
14,323,1,539,0,90
0,475,0,669,1,365
0,102,0,210,0,1000
0,148,0,366,1,90
0,164,12,302,15,180
0,746,7,1003,161,365
115,715,1,1000,1,90
0,479,0,696,1,90
0,526,1,816,4,180
0,84,15,213,0,365
2,178,26,434,0,365
0,771,46,1015,290,365
0,788,8,1052,1,365
0,752,0,1029,3,365
0,499,2,814,5,90
0,452,0,684,1,365
0,121,0,336,0,180
0,167,1,437,0,365
0,719,1,1004,1,90
0,417,0,604,1,14
0,83,0,173,0,1000
0,560,32,801,5,180
0,248,0,518,0,14
0,147,0,296,0,365
0,127,0,199,0,90
0,685,0,979,1,90
0,496,2,837,2,180
0,546,10,843,4,365
0,125,0,304,0,365
0,506,1,841,0,180
0,480,9,735,21,1000
0,180,5,441,0,365
0,95,0,177,0,90
0,641,0,926,12,90
0,327,0,533,0,90
0,2,0,11,0,1000
0,528,3,814,4,180
20,749,35,1007,162,365
0,90,0,180,0,365
0,745,0,980,140,365
0,131,0,198,0,1000
0,109,0,222,19,365
0,155,42,306,45,365
0,667,10,903,65,365
0,111,4,226,2,365
0,497,0,833,3,90
0,490,29,736,34,1000
0,376,0,620,6,180
0,782,0,1051,1,365
0,693,0,910,178,365
0,128,0,196,0,1000
50,138,0,209,0,1000
0,111,0,198,0,365
0,489,1,838,2,180
0,270,0,490,1,90
0,144,0,263,0,1000
0,382,0,604,1,365
0,166,0,336,0,180
0,63,0,170,0,1000
0,773,6,1032,206,365
0,341,1,564,6,180
0,628,6,861,86,180
33,693,0,959,6,90
0,719,0,1007,1,90
7,482,0,817,4,90
0,494,1,830,2,180
0,501,0,838,0,180
0,141,0,223,0,1000
0,409,3,579,21,180
0,616,8,875,13,365
0,634,7,916,13,90
0,462,1,806,3,180
0,107,2,229,2,1000
54,136,0,215,0,1000
53,142,0,213,0,1000
0,113,0,196,0,365
0,137,0,284,0,180
0,208,0,459,0,365
0,142,0,252,0,1000
46,124,0,213,0,1000
0,429,0,624,4,180
0,761,0,1057,1,30
0,293,2,491,14,180
0,114,0,197,0,365
0,670,0,945,10,365
52,135,0,216,0,1000
0,629,12,886,50,365
52,133,0,215,0,1000
0,543,10,831,5,365
0,346,2,580,6,180
0,106,0,217,0,1000
43,86,0,163,1,1000
0,126,0,230,1,1000
0,113,2,233,0,365
53,137,0,216,0,1000
0,359,0,602,1,365
73,94,0,211,0,1000
0,107,0,227,0,1000
0,482,0,791,3,180
0,142,0,243,0,1000
0,85,0,174,0,1000
0,558,0,819,29,180
0,127,0,222,1,90
0,668,2,963,11,365
0,158,26,327,6,365
0,80,0,159,0,1000
0,764,5,1053,213,365
0,206,0,454,0,365
0,260,0,513,15,90
0,88,0,187,3,180
0,748,21,1005,161,365
0,780,1,1063,1,30
0,358,2,596,6,180
46,112,0,202,0,1000
0,457,0,708,4,90
0,166,0,327,0,180
0,320,0,515,8,180
0,396,0,624,1,1000
0,117,0,211,0,1000
0,264,5,543,142,180
0,605,0,844,22,90
0,760,2,1040,1,180
0,645,0,948,2,90
0,110,0,165,1,1000
0,457,0,796,3,180
0,774,0,1056,1,30
0,281,0,505,32,180
0,500,0,828,3,90
0,837,0,1093,1,14
0,320,0,540,1,90
0,456,0,706,1,365
0,617,0,914,2,90
0,609,0,856,23,90
0,505,2,819,4,90
0,81,0,162,0,365
0,542,10,837,4,365
0,749,3,1004,166,365
0,392,0,620,1,365
0,706,1,956,5,90
96,370,0,594,1,365
0,396,0,628,1,365
0,130,0,193,0,1000
0,524,0,773,2,90
2,85,0,157,0,1000
0,514,2,757,2,1000
0,587,2,831,41,180
0,738,0,1039,1,90
0,123,0,290,2,365
0,126,0,223,1,1000
0,746,4,1013,3,30
0,531,6,790,2,90
0,706,9,954,5,365
0,836,3,1097,1,14
0,663,1,958,12,365
0,126,1,307,0,1000
47,122,0,213,0,1000
0,96,0,148,1,1000
0,506,1,841,0,180
57,151,0,260,0,1000
0,451,2,685,5,180
0,138,0,222,0,1000
0,100,88,211,4,365
0,113,0,202,1,1000
0,720,0,1014,1,90
0,154,0,308,11,1000
0,142,0,214,0,1000
0,97,0,209,2,1000
0,500,2,755,3,90
3,21,0,48,0,1000
0,113,0,198,0,1000
0,452,0,701,1,365
0,316,0,502,17,180
0,168,0,335,0,30
0,130,0,201,0,180
0,116,0,190,0,365
0,486,1,831,2,180
38,128,0,220,0,1000
0,556,2,798,5,180
0,568,0,823,2,90
0,113,0,198,0,1000
0,443,2,630,2,180
0,110,0,316,0,365
0,397,1,703,7,90
0,773,5,1034,210,365
0,106,0,231,0,1000
0,119,0,339,0,365
6,356,1,531,19,180
0,567,2,825,27,90
0,97,0,178,1,1000
0,597,2,849,26,365
0,101,0,174,1,1000
0,122,6,261,2,365
0,122,0,253,0,1000
0,131,0,191,0,1000
0,457,0,710,4,90
0,496,0,833,3,90
0,299,6,543,66,180
0,112,0,208,0,365
0,446,0,639,2,365
0,616,0,878,13,90
0,120,0,205,0,1000
0,131,0,207,0,1000
0,469,1,815,3,180
0,443,2,633,2,180
0,124,0,179,1,1000
0,148,1,360,3,90
0,121,7,337,0,180
0,95,1,206,3,180
0,483,0,816,4,90
0,419,0,614,1,14
0,126,0,291,0,1000
51,121,1,192,1,1000
0,841,2,1092,1,365
0,104,0,184,1,1000
0,716,0,992,4,365
0,635,2,901,13,90
0,761,2,1041,217,365
0,142,0,382,0,90
0,597,1,824,50,180
0,185,43,438,0,365
0,606,1,858,19,90
0,611,0,852,22,180
0,156,12,340,5,90
0,781,15,1069,233,365
0,237,0,481,0,30
0,448,0,674,1,365
0,89,0,181,0,365
0,107,10,312,0,365
0,380,0,544,20,180
0,131,3,210,57,1000
0,34,0,82,0,1000
2,461,0,803,3,180
0,123,0,210,0,1000
0,69,0,160,0,180
0,128,0,207,0,180
0,120,0,343,0,180
0,126,0,212,43,365
0,97,0,178,0,365
0,710,6,1009,3,90
32,715,0,999,1,90
0,124,0,208,0,1000
0,103,0,163,1,1000
0,264,0,510,15,90
0,97,0,178,0,365
0,780,51,1021,302,90
8,332,0,556,7,180
0,687,0,953,8,90
0,761,0,1048,1,30
0,141,0,284,0,180
0,161,43,421,0,90
0,118,3,243,2,365
0,650,37,882,134,180
0,673,7,926,76,365
0,80,0,170,0,1000
0,265,0,508,15,90
0,736,6,979,139,365
0,497,2,849,0,180
0,776,0,1049,1,365
15,573,7,830,27,365
0,601,8,822,52,180
0,115,0,201,1,1000
0,113,1,194,1,1000
0,750,6,1021,179,365
0,107,0,206,0,365
0,266,7,506,15,365
0,92,0,177,0,1000
0,697,9,927,104,365
0,573,3,825,18,365
0,108,0,213,0,1000
0,121,0,319,0,365
0,417,0,601,3,1000
0,485,0,809,3,1
0,740,15,972,135,365
77,533,1,797,2,90
0,106,0,180,1,1000
0,460,0,797,3,180
0,753,0,1028,2,90
0,659,1,956,12,90
0,744,21,1010,169,365
0,461,0,796,3,180
0,434,0,628,4,180
0,113,0,239,2,365
0,99,0,218,2,180
0,127,0,200,0,90
0,112,4,233,2,365
0,672,15,924,76,365
0,286,7,547,88,1000
0,687,1,983,1,90
0,522,3,827,1,180
0,115,0,194,1,1000
0,104,0,173,1,1000
49,128,0,228,0,1000
0,492,1,810,3,180
0,496,0,712,1,365
0,96,0,173,0,1000
0,459,1,803,3,180
0,762,0,1045,217,365
0,378,0,559,1,30
0,302,1,549,64,180
0,633,34,861,93,1000
0,206,0,453,0,90
0,641,0,945,2,90
1,155,26,412,0,90
0,309,0,529,0,90
0,283,23,504,33,180
0,68,0,159,0,180
0,710,1,966,5,90
0,846,1,1104,1,7
0,144,0,249,0,1000
0,83,0,164,0,365
0,564,0,798,4,180
0,100,0,196,0,1000
34,514,4,758,2,90
0,119,0,209,0,1000
0,75,0,157,0,1000
0,497,2,837,0,180
0,119,0,229,1,90
0,615,0,912,2,90
0,471,0,672,1,365
0,503,0,828,3,90
0,566,6,802,4,180
0,612,0,855,13,90
0,113,0,302,2,365
0,289,0,520,44,180
0,560,2,812,6,180
0,99,0,218,2,180
0,609,2,864,23,365
0,93,0,160,1,1000
0,155,0,266,0,1000
0,87,0,152,1,1000
0,124,0,253,0,1000
31,120,0,208,0,1000
0,125,0,305,0,365
0,113,0,172,1,1000
0,780,3,1039,199,365
0,570,4,826,27,365
0,668,0,965,12,90
53,137,0,235,0,1000
0,497,1,834,3,90
0,100,0,208,0,1000
0,154,0,318,0,180
0,127,0,264,0,1000
0,845,0,1116,1,1
0,487,0,823,3,180
0,457,0,698,5,90
0,502,0,815,2,180
0,556,34,801,5,180
0,627,7,889,49,365
10,467,0,776,6,90
0,108,0,203,0,365
0,460,0,798,3,180
0,550,14,844,8,365
0,417,0,600,3,180
0,383,0,613,1,365
53,115,0,203,1,1000
0,122,0,257,0,365
0,105,0,229,0,1000
0,606,0,850,23,365
21,355,1,593,1,1000
0,152,0,306,6,90
0,106,0,190,0,365
0,379,0,657,7,30
0,493,0,805,6,90
0,473,2,797,2,180
0,500,0,830,3,90
0,114,0,235,0,1000
0,83,0,167,0,1000
0,125,0,324,0,180
0,139,0,283,0,365
58,153,0,268,0,1000
0,751,0,1034,1,30
0,791,0,1076,1,30
0,509,2,833,5,90
0,112,0,222,0,1000
0,832,1,1090,1,30
0,123,0,193,0,365
0,728,16,956,125,365
0,584,0,832,27,90
14,599,36,826,50,365
0,629,8,894,13,365
0,548,0,817,2,90
0,608,8,857,26,90
23,85,1,152,1,1000
0,754,0,1027,2,30
0,188,0,444,0,90
0,300,0,520,0,1000
65,458,1,712,4,1000
0,150,49,382,1,90
0,167,2,334,0,180
0,21,0,25,0,1000
0,127,0,257,0,1000
0,148,0,258,0,1000
0,439,1,623,4,180
0,91,0,147,1,1000
0,142,0,266,0,1000
0,729,0,1031,1,90
0,115,0,203,0,1000
0,373,0,604,1,1000
0,612,1,848,17,365
0,495,0,754,3,90
0,592,2,864,2,90
0,95,1,202,3,180
19,613,7,850,22,90
0,496,2,856,0,180
0,488,0,805,6,90
0,486,1,830,2,180
0,635,0,924,2,1000
0,374,2,611,6,180
0,540,0,834,4,365
0,163,0,275,0,1000
0,842,0,1095,1,14
0,148,36,389,0,90
0,291,0,540,99,180
0,98,0,181,1,1000
0,162,1,335,0,180
0,465,0,725,4,90
0,804,0,1082,1,30
0,120,0,219,0,1000
4,482,0,832,2,365
0,500,3,843,0,180
0,125,0,202,0,365
23,85,1,152,1,1000
0,333,0,539,1,90
0,102,0,210,0,1000
44,105,0,182,1,1000
0,127,0,196,0,90
0,101,0,223,1,180
0,87,0,152,1,1000
0,298,6,544,66,180
0,766,0,1036,1,365
0,160,50,313,43,180
0,593,0,860,2,90
0,761,5,1042,217,365
0,161,0,425,0,180
0,131,0,317,0,90
0,687,0,983,1,90
0,324,1,539,8,1000
0,86,0,184,4,180
0,441,2,675,5,90
0,374,0,590,1,365
0,121,0,332,0,180
0,459,0,805,3,180
0,114,0,244,2,365
0,116,0,225,1,365
0,506,0,840,0,180
0,395,0,559,20,180
0,111,0,195,0,1000
0,153,0,324,6,90
0,486,3,754,3,90
0,565,2,802,4,1000
0,100,0,175,1,1000
0,505,2,847,0,180
0,326,0,542,8,180
0,685,0,977,1,90
0,393,1,641,5,180
0,582,3,834,36,180
0,111,0,234,0,365
0,346,0,592,6,180
0,264,6,542,142,180
0,81,0,161,0,365
0,130,0,195,0,365
0,346,0,592,6,180
0,672,1,957,11,90
0,755,2,1039,1,14
0,472,0,678,1,365
0,502,1,755,3,90
0,100,0,164,1,1000
0,151,12,403,0,1000
0,88,0,188,4,180
0,127,0,201,0,90
0,609,0,863,23,90
45,116,0,206,0,1000
0,1,0,2,0,1000
0,158,0,420,0,365
0,258,0,527,0,1000
0,80,0,163,0,365
0,242,0,484,0,180
0,508,6,762,3,90
0,276,7,488,1,90
0,98,0,177,0,365
86,569,1,828,2,90
0,509,0,828,4,180
5,499,2,811,2,180
0,708,0,993,1,180
0,743,14,985,142,365
0,125,2,294,0,180
0,155,50,309,45,180
0,508,0,844,3,90
0,751,7,1028,3,90
0,473,0,806,2,180
0,108,0,187,1,1000
0,548,0,818,2,90
0,472,2,668,1,1000
0,846,0,1112,1,7
0,489,0,826,2,180
0,499,2,855,0,180
0,131,0,216,0,1000
0,97,0,216,0,365
0,150,0,378,1,90
0,89,0,185,0,1000
45,122,0,213,0,1000
0,126,0,197,0,1000
0,740,0,1038,1,90
0,287,12,512,0,90
0,525,2,826,4,365
0,115,1,213,0,90
0,165,0,300,15,180
0,333,0,539,1,90
29,53,0,142,0,1000
0,21,0,35,0,1000
0,131,0,197,0,365
0,153,0,350,4,90
52,135,0,215,0,1000
0,545,10,832,5,365
0,451,0,681,1,1000
0,760,0,1051,1,30
0,110,0,175,0,1000
0,767,0,1043,1,30
45,115,0,204,0,1000
0,416,0,597,3,180
0,615,0,909,2,365
0,475,0,660,1,365
0,99,14,215,0,1000
0,104,0,182,1,1000
0,775,0,1032,1,365
0,447,0,642,1,365
83,123,0,218,0,1000
0,346,1,590,6,180
0,443,0,683,5,90
0,750,0,1025,2,365
0,165,0,311,41,180
0,461,0,800,3,180
0,555,5,795,29,365
0,556,0,791,29,90
0,669,6,915,77,365
0,134,0,208,0,1000
0,131,0,198,0,365
0,96,0,192,0,1000
0,765,12,1030,202,365
0,504,2,869,0,180
29,53,0,147,0,1000
0,125,0,323,0,180
0,113,2,233,2,365
0,497,2,841,0,180
0,389,1,630,1,365
49,134,0,236,0,1000
0,33,0,92,0,1000
0,497,2,854,0,180
14,481,41,737,23,365
0,108,0,200,0,365
0,758,2,1022,188,365
0,116,0,208,0,1000
0,744,3,1009,169,365
0,115,1,231,2,365
0,456,0,641,1,365
0,460,0,800,3,180
0,346,0,591,6,180
0,105,0,217,0,1000
0,748,1,1022,2,180
0,583,1,843,2,90
0,123,0,211,0,1000
0,99,0,194,0,1000
0,300,0,542,70,180
0,508,1,833,4,90
0,122,0,222,0,1000
0,846,0,1111,2,180
0,114,4,233,2,365
0,121,0,333,0,180
13,264,31,532,114,180
0,302,6,545,64,180
0,741,2,987,142,365
0,805,0,1084,1,30
0,764,0,1042,233,365
0,337,0,535,0,365
0,666,0,955,1,90
0,491,2,834,3,180
0,124,0,190,0,180
0,489,0,837,0,180
0,108,213,220,14,365
0,384,5,633,6,180
0,77,0,158,0,1000
0,116,0,185,0,365
0,131,0,258,0,1000
0,751,1,1021,2,90
0,119,0,207,0,1000
0,137,0,296,0,1000
0,134,0,208,0,1000
0,139,0,225,0,1000
0,112,0,190,0,365
0,610,0,859,23,90
0,134,0,246,0,1000
0,123,1,228,1,90
0,117,0,210,0,1000
0,108,0,303,2,1000
0,634,38,878,103,180
0,161,1,428,0,90
0,329,0,508,17,1000
0,113,1,328,0,180
0,110,0,232,0,1000
0,148,19,361,3,90
0,107,0,305,2,1000
0,111,0,197,0,1000
0,150,19,314,10,90
2,453,1,644,1,365
0,754,2,1029,1,30
0,161,1,422,0,1000
0,497,2,842,2,180
0,149,12,361,1,90
0,424,0,612,4,1000
0,319,1,524,8,180
0,614,2,858,13,365
0,763,10,1020,190,365
27,97,0,206,0,1000
0,108,4,220,2,365
0,91,0,214,0,365
0,165,0,436,0,90
0,777,50,1017,298,90
0,111,0,243,0,1000
0,89,0,154,1,1000
0,129,0,207,0,180
47,115,0,203,0,1000
0,731,0,1033,1,90
0,475,3,668,1,1000
0,455,0,702,4,90
0,98,0,214,2,1000
0,96,0,169,1,1000
0,637,0,924,12,365
0,480,1,746,4,90
0,510,2,844,0,180
0,287,6,551,88,180
0,104,0,203,0,365
0,2,0,8,0,1000
0,121,0,199,0,90
0,104,0,178,1,1000
0,410,0,655,5,1000
0,126,5,300,0,180
0,99,14,207,7,365
0,384,1,682,7,90
51,135,0,221,0,1000
0,134,0,214,0,1000
0,36,0,111,0,1000
14,292,29,512,0,90
0,210,0,458,0,90
0,332,0,538,1,90
0,364,0,549,1,90
0,195,2,451,0,90
0,155,0,416,0,90
0,313,0,530,0,90
0,489,1,807,3,180
0,475,0,654,1,365
0,578,0,836,27,180
0,116,0,245,0,1000
0,239,0,479,0,1000
0,538,9,833,4,365
0,125,0,199,0,1000
0,456,1,793,3,180
0,363,0,602,1,365
0,104,0,171,1,1000
0,596,0,868,2,90
0,136,0,212,0,1000
0,644,0,933,2,90
0,553,0,806,29,90
0,69,0,160,0,180
0,748,0,1031,1,30
0,464,3,765,6,90
0,616,1,873,13,365
0,723,2,1023,1,90
0,507,3,846,0,180
0,771,0,1056,1,30
0,504,1,870,0,180
0,465,0,644,1,365
0,588,52,835,41,180
0,154,36,399,0,1000
52,141,0,252,0,1000
0,483,0,837,0,180
0,826,0,1082,355,180
0,517,0,826,2,180
0,94,0,207,2,180
0,612,0,846,14,90
0,664,0,909,77,365
0,71,0,173,0,180
0,465,0,699,1,365
19,385,0,631,6,180
0,778,9,1016,296,90
6,765,0,1025,1,365
0,122,0,304,2,365
0,441,2,622,4,14
0,686,3,926,91,365
0,122,0,208,0,1000
0,487,0,836,0,180
0,548,0,836,8,365
0,342,0,563,6,180
0,265,23,539,145,180
0,520,0,819,1,180
0,454,1,692,1,365
0,84,0,195,0,1000
0,262,7,509,8,90
0,746,10,1005,161,365
0,297,0,505,12,180
0,826,33,1082,355,90
0,322,0,537,0,90
0,771,0,1058,1,90
0,159,0,263,0,1000
0,453,0,645,1,365
0,669,0,961,1,90
0,485,1,703,1,365
0,110,0,197,0,365
0,684,0,947,8,365
0,822,4,1071,357,180
0,129,0,194,0,90
0,494,1,809,2,180
0,160,9,314,43,1000
0,637,8,903,13,180
0,502,0,753,3,90
0,99,0,218,2,180
0,484,2,826,3,180
0,132,0,197,0,365
0,759,2,1035,1,365
0,86,0,176,0,1000
0,632,7,916,12,90
0,496,0,833,3,90
0,63,0,171,0,1000
0,149,49,360,1,90
0,265,11,538,148,180
0,128,0,218,0,1000
0,98,0,165,1,1000
10,308,3,500,16,180
0,127,0,221,1,90
0,391,0,633,1,1000
0,122,0,258,2,365
0,309,4,493,16,180
0,548,3,841,8,365
0,329,0,533,0,90
0,86,0,180,4,180
0,268,0,539,0,180
0,542,10,831,5,365
0,157,19,307,6,90
0,231,0,475,0,30
0,676,0,973,1,90
0,634,52,864,96,180
0,503,2,857,0,180
0,75,0,168,0,1000
0,424,9,659,1,365
0,560,5,803,5,180
0,480,0,744,4,90
0,147,0,257,0,1000
30,120,0,214,0,1000
0,674,3,927,76,365
0,138,0,210,0,1000
0,505,0,830,4,90
0,113,0,227,0,1000
0,273,23,500,20,180
0,593,0,866,2,90
0,96,0,177,1,1000
0,320,1,528,8,180
0,442,3,627,4,365
0,556,0,796,28,365
0,96,88,215,0,365
0,151,41,307,6,1000
0,507,2,819,4,90
0,100,213,215,4,365
0,103,0,213,0,1000
0,150,9,309,10,90
0,698,0,982,1,90
0,505,1,829,4,90
0,508,2,840,0,180
0,293,0,492,14,365
0,110,3,314,0,1000
0,720,0,1015,1,90
0,497,2,854,0,180
0,129,87,203,50,1000
0,142,0,260,0,1000
0,516,0,847,0,180
0,400,0,707,7,90
0,96,15,216,0,365
0,741,10,986,142,365
54,142,0,244,0,1000
20,486,0,836,0,180
0,605,0,898,2,90
0,82,0,153,0,1000
0,602,10,867,30,365
0,129,0,217,0,1000
0,773,2,1047,1,14
0,534,6,798,2,90
0,120,0,226,1,180
0,147,0,318,0,365
52,142,0,247,0,1000
0,146,0,297,0,180
0,575,49,826,23,365
0,2,0,9,0,1000
0,479,2,735,25,1000
0,379,0,551,20,180
0,417,0,601,1,14
0,592,0,844,26,90
0,138,0,241,0,1000
0,652,3,893,133,90
0,143,0,298,0,1000
0,34,0,90,0,1000
0,638,2,909,13,90
0,750,2,1016,183,365
0,773,0,1054,1,30
92,123,0,225,0,1000
0,116,0,221,30,365
0,278,0,492,0,90
0,481,1,813,2,180
0,364,1,547,1,1000
0,736,7,979,139,365
0,108,0,193,0,365
0,771,9,1055,230,365
0,703,21,941,118,365
0,336,0,515,18,180
0,122,0,307,0,180
0,437,1,682,7,365
0,101,0,214,7,365
0,853,28,1129,370,365
0,90,0,154,1,1000
0,119,0,274,2,365
0,619,0,916,2,90
0,775,0,1032,1,365
0,637,0,925,12,365
0,365,0,527,19,180
0,411,1,661,5,180
0,562,38,802,5,180
0,364,2,596,1,365
0,763,0,1051,1,30
0,162,0,332,0,90
0,89,0,156,1,1000
0,788,6,1052,1,365
84,122,0,224,0,1000
0,35,0,108,0,1000
42,128,0,234,0,1000
0,159,4,310,43,180
0,138,0,233,0,1000
0,781,2,1015,305,90
0,110,0,212,0,1000
0,82,0,162,0,365
0,99,0,217,2,180
0,479,0,779,3,180
0,588,35,830,45,180
0,264,0,499,17,180
0,354,0,540,1,90
0,506,0,852,0,180
0,257,7,506,11,90
0,178,0,435,0,90
0,714,0,985,4,365
0,542,1,837,4,365
0,713,0,994,1,90
0,134,0,298,0,90
0,157,2,324,0,90
0,791,0,1075,1,30
0,721,0,1019,1,90
0,122,0,198,0,14
0,597,2,848,26,365
0,165,1,337,0,180
0,480,0,703,1,365
0,111,0,212,0,1000
0,378,0,659,7,30
0,123,0,322,0,180
0,442,0,654,1,14
0,455,0,637,1,365
0,758,0,1021,188,365
0,255,12,495,6,90
0,527,0,784,2,90
0,262,25,491,5,90
0,686,2,950,8,90
0,103,88,222,11,1000
0,154,0,321,0,365
0,125,0,200,0,90
0,143,0,324,0,365
0,122,0,303,0,180
0,85,0,201,0,1000
0,772,6,1061,231,365
0,138,0,220,0,1000
0,144,0,266,0,1000
0,119,6,252,2,365
0,192,0,444,0,90
0,480,1,823,3,180
0,113,0,324,0,180
0,116,0,205,1,1000
0,762,21,1024,190,365
0,505,0,849,0,180
0,408,0,631,1,365
52,124,0,203,0,1
0,557,4,805,28,180
0,715,1,985,4,30
0,484,2,824,3,180
0,268,0,541,0,180
0,126,0,306,0,180
0,115,0,224,0,1000
0,591,1,829,45,180
0,133,0,245,0,1000
0,125,0,196,0,90
0,698,12,927,103,365
0,409,0,597,1,365
0,461,2,798,3,180
0,433,1,625,4,180
0,331,0,553,7,180
53,152,0,261,0,1000
0,528,0,814,4,180
0,403,0,567,21,180
0,154,0,265,0,1000
0,107,0,180,1,1000
0,107,0,200,0,1000
0,269,2,537,0,365
0,794,1,1079,1,30
0,746,0,1013,3,30
0,140,0,242,0,1000
0,498,1,844,0,180
0,385,0,685,7,90
0,128,0,195,0,180
146,859,0,1129,1,7
0,206,0,455,0,365
0,120,0,216,0,1000
0,120,0,246,0,1000
0,155,0,265,0,1000
0,116,0,217,0,1000
5,542,3,829,6,365
0,782,0,1056,1,365
0,807,0,1082,1,30
0,308,0,516,12,180
0,332,5,515,18,180
0,177,0,314,37,180
0,131,2,322,0,90
0,769,0,1056,226,365
0,690,2,949,9,90
0,250,0,505,0,180
0,501,1,867,0,180
0,476,0,706,1,365
0,138,0,299,0,365
0,570,14,837,9,365
0,589,4,840,27,90
0,446,1,636,2,180
0,376,0,592,1,365
19,302,32,514,45,180
0,492,0,827,4,90
0,133,0,284,0,180
0,150,36,380,1,90
0,127,0,258,0,1000
0,460,1,794,3,180
0,81,0,163,0,365
0,610,0,845,18,365
0,616,1,869,13,90
0,508,0,845,3,90
0,108,0,190,1,1000
0,462,1,763,6,90
0,797,0,1080,1,180
0,408,0,580,1,30
0,285,0,541,92,180
0,114,0,194,0,1000
0,158,3,335,0,180
0,749,0,1020,3,365
0,98,1,213,2,1000
0,398,0,703,7,90
0,499,0,830,3,90
0,149,42,389,0,90
0,348,3,593,6,180
0,769,0,1048,234,365
0,766,0,1027,1,365
0,158,24,309,44,180
0,529,1,835,1,180
0,466,2,656,1,365
0,500,0,870,0,180
0,450,0,684,5,90
0,266,0,538,0,180
49,113,0,193,1,1000
0,555,0,790,29,90
0,712,0,1004,1,90
14,287,29,508,0,90
0,493,3,708,1,90
0,131,0,236,0,1000
0,363,0,598,6,180
0,146,0,319,0,90
0,337,1,521,18,180
0,115,0,181,0,1000
0,591,0,858,2,90
48,130,0,211,0,1000
0,848,0,1109,2,365
0,118,0,221,1,1000
0,691,18,919,93,365
0,108,0,231,0,1000
0,129,0,296,0,365
0,612,8,847,22,365
0,710,1,1005,3,30
0,457,0,635,1,365
0,122,0,211,0,90
0,115,0,186,0,365
0,126,0,229,1,90
0,92,0,165,0,1000
0,121,0,223,0,1000
109,754,1,1041,1,30
0,547,2,821,2,90
0,54,0,137,0,1000
0,115,0,198,0,1000
0,97,0,229,0,1000
0,87,0,176,0,1000
0,26,0,65,0,1000
0,128,0,260,0,1000
0,537,10,827,4,365
0,113,0,309,2,365
0,131,0,315,0,1000
0,104,0,213,0,1000
0,770,2,1044,208,365
0,484,0,829,2,180
0,473,3,657,1,90
27,342,3,566,6,180
0,482,1,815,4,90
57,71,0,176,0,1000
0,811,28,1058,325,90
0,291,4,491,14,180
0,110,0,191,1,1000
0,85,0,198,0,1000
0,113,0,228,0,1000
101,640,1,945,2,90
0,97,0,175,0,365
0,689,1,958,7,90
0,491,1,834,2,180
16,413,2,625,1,365
0,434,0,630,4,180
0,644,0,934,2,90
0,148,26,371,1,1000
0,611,1,846,17,90
0,498,0,840,0,180
0,754,2,964,257,90
0,358,0,601,1,365
0,81,0,156,0,1000
0,374,0,619,6,180
0,666,0,953,1,90
0,113,0,199,0,1000
0,710,2,1008,3,30
0,629,0,889,13,90
0,128,0,209,0,1000
0,469,1,694,1,90
0,93,1,201,3,180
42,766,9,1045,234,365
0,754,4,1029,2,30
0,755,0,1036,1,90
72,525,1,781,2,90
0,124,0,217,0,1000
0,270,0,498,16,180
0,478,2,831,2,180
0,113,2,232,0,14
0,126,1,219,1,90
0,128,0,263,0,1000
0,742,2,1008,155,365
0,76,0,171,0,180
0,111,0,193,0,1000
0,510,2,843,0,180
0,89,0,159,1,1000
0,124,0,294,0,1000
0,376,0,538,20,180
0,491,2,835,3,180
0,128,0,230,0,1000
0,150,0,306,10,180
0,494,0,752,3,365
0,116,0,188,0,365
0,299,2,493,15,180
0,472,1,818,3,180
0,107,2,305,2,1000
0,156,18,347,5,90
0,141,0,259,0,1000
0,738,6,977,139,365
0,460,0,798,3,180
0,92,0,223,0,365
0,644,2,937,2,90
0,127,0,202,0,180
0,551,1,809,29,90
0,83,0,158,0,1000
0,450,0,659,1,7
0,746,0,1015,179,365
0,747,6,1026,2,90
0,481,0,831,2,180
0,298,0,517,45,365
0,478,1,832,2,180
0,99,0,217,2,180
0,210,0,463,0,90
50,137,0,238,0,1000
0,470,0,698,1,365
0,113,0,199,1,1000
0,575,2,827,23,180
0,420,0,600,3,1000
0,505,0,824,3,90
36,751,0,1027,2,30
0,388,0,614,1,365
0,140,0,209,0,1000
0,484,0,840,0,180
